 DAILY WATER BALANCE - HOURLY SEEPAGE UPDATE FROM UI

 J=julian day, Y=simulation year
 P= precipitation       
 RM=rainfall+irrigation+snowmelt
 Q=daily runoff over eff length, Ep=plant transpiration
 Es=soil evaporation, Er=residue evaporation
 Dp=deep percolationlatqcc=lateral subsurface flow 
 UpStrmQ=Runon added to OFE
 SubRIn=Subsurface runon added to OFE
 Total Soil Water=Unfrozen water in soil profile
 frozwt=Frozen water in soil profile
 Snow Water=Water in surface snow
 QOFE=daily runoff scaled to single OFE 
 Tile=Tile drainage (mm)
 Irr=Irigation (mm)
 Area=Area that depths apply over (m^2)

 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  OFE    J    Y      P      RM     Q                Ep      Es      Er     Dp       UpStrmQ   SubRIn    latqcc Total-Soil frozwt Snow-Water QOFE            Tile    Irr        Area
  #      -    -      mm     mm     mm               mm      mm      mm       mm      mm           mm      mm   Water(mm)   mm        mm      mm             mm      mm         m^2
 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

     1   30 1990   14.00    0.00   0.0000000E+00    1.50    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  200.07    0.00  313.06    0.0000000E+00    0.00    0.00   25200.00
     1   31 1990   10.90    0.00   0.0000000E+00    1.20    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  198.86    0.00  323.96    0.0000000E+00    0.00    0.00   25200.00
     1   32 1990    9.90    0.00   0.0000000E+00    1.00    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  197.86    0.00  333.86    0.0000000E+00    0.00    0.00   25200.00
     1   33 1990   10.90    0.00   0.0000000E+00    1.40    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  196.45    0.00  344.76    0.0000000E+00    0.00    0.00   25200.00
     1   34 1990    7.90    0.00   0.0000000E+00    0.57    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  195.88    0.00  352.66    0.0000000E+00    0.00    0.00   25200.00
     1   35 1990    8.90    0.00   0.0000000E+00    1.00    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  194.88    0.00  361.56    0.0000000E+00    0.00    0.00   25200.00
     1   36 1990   11.90    0.00   0.0000000E+00    1.71    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  193.17    0.00  373.46    0.0000000E+00    0.00    0.00   25200.00
     1   37 1990    8.90    0.00   0.0000000E+00    1.26    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  191.90    0.00  382.36    0.0000000E+00    0.00    0.00   25200.00
     1   38 1990   15.00    0.00   0.0000000E+00    1.31    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  190.59    0.00  397.36    0.0000000E+00    0.00    0.00   25200.00
     1   39 1990   15.00    0.00   0.0000000E+00    0.73    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  189.86    0.00  412.36    0.0000000E+00    0.00    0.00   25200.00
     1   40 1990   32.80   32.80   0.0000000E+00    1.95    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  220.71    0.00  412.36    0.0000000E+00    0.00    0.00   25200.00
     1   41 1990   26.90    0.00   0.0000000E+00    0.97    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  219.74    0.00  439.26    0.0000000E+00    0.00    0.00   25200.00
     1   42 1990    4.80    4.80   0.0000000E+00    1.33    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  223.21    0.00  439.26    0.0000000E+00    0.00    0.00   25200.00
     1   43 1990    6.10    0.00   0.0000000E+00    0.70    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  222.51    0.00  445.36    0.0000000E+00    0.00    0.00   25200.00
     1   44 1990    4.80    0.00   0.0000000E+00    0.69    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  221.83    0.00  450.16    0.0000000E+00    0.00    0.00   25200.00
     1   45 1990    0.00    0.00   0.0000000E+00    0.37    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  221.44    0.01  450.16    0.0000000E+00    0.00    0.00   25200.00
     1   46 1990    8.90    0.00   0.0000000E+00    0.97    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  220.48    0.00  459.06    0.0000000E+00    0.00    0.00   25200.00
     1   47 1990    6.90    0.00   0.0000000E+00    0.74    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  219.75    0.00  465.96    0.0000000E+00    0.00    0.00   25200.00
     1   48 1990    0.00    0.00   0.0000000E+00    0.76    0.00    0.00    0.35   0.0000000E+00    0.00    0.00  218.63    0.00  465.96    0.0000000E+00    0.00    0.00   25200.00
     1   49 1990    0.00    0.00   0.0000000E+00    0.48    0.00    0.00    0.99   0.0000000E+00    0.00    0.00  217.15    0.00  465.96    0.0000000E+00    0.00    0.00   25200.00
     1   50 1990    0.00    0.00   0.0000000E+00    0.73    0.00    0.00    1.21   0.0000000E+00    0.00    0.00  215.22    0.00  465.96    0.0000000E+00    0.00    0.00   25200.00
     1   51 1990   16.00    0.00   0.0000000E+00    1.27    0.00    0.00    1.10   0.0000000E+00    0.00    0.00  212.85    0.00  481.96    0.0000000E+00    0.00    0.00   25200.00
     1   52 1990   11.90    0.00   0.0000000E+00    0.67    0.00    0.00    0.82   0.0000000E+00    0.00    0.00  211.36    0.00  493.86    0.0000000E+00    0.00    0.00   25200.00
     1   53 1990    0.00    0.00   0.0000000E+00    1.58    0.00    0.00    0.53   0.0000000E+00    0.00    0.00  209.25    0.00  493.86    0.0000000E+00    0.00    0.00   25200.00
     1   54 1990    0.00    0.00   0.0000000E+00    2.03    0.00    0.00    0.27   0.0000000E+00    0.00    0.00  206.94    0.00  493.86    0.0000000E+00    0.00    0.00   25200.00
     1   55 1990    0.00    0.00   0.0000000E+00    1.08    0.00    0.00    0.08   0.0000000E+00    0.00    0.00  205.78    0.00  493.86    0.0000000E+00    0.00    0.00   25200.00
     1   56 1990    0.00    0.00   0.0000000E+00    1.89    0.00    0.00    0.01   0.0000000E+00    0.00    0.00  203.88    0.00  493.86    0.0000000E+00    0.00    0.00   25200.00
     1   57 1990    0.00    0.00   0.0000000E+00    1.30    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  202.57    0.00  493.86    0.0000000E+00    0.00    0.00   25200.00
     1   58 1990    0.00    0.00   0.0000000E+00    2.04    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  200.53    0.00  493.86    0.0000000E+00    0.00    0.00   25200.00
     1   59 1990    0.00    0.00   0.0000000E+00    1.72    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  198.81    0.00  493.86    0.0000000E+00    0.00    0.00   25200.00
     1   60 1990    0.00    0.00   0.0000000E+00    1.75    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  197.07    0.00  493.86    0.0000000E+00    0.00    0.00   25200.00
     1   61 1990    0.00    0.00   0.0000000E+00    1.83    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  195.24    0.00  493.86    0.0000000E+00    0.00    0.00   25200.00
     1   62 1990    0.00    0.00   0.0000000E+00    2.64    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  192.60    0.00  493.86    0.0000000E+00    0.00    0.00   25200.00
     1   63 1990    0.00    0.00   0.0000000E+00    1.25    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  191.34    0.00  493.86    0.0000000E+00    0.00    0.00   25200.00
     1   64 1990    0.00    0.00   0.0000000E+00    1.81    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  189.53    0.00  493.86    0.0000000E+00    0.00    0.00   25200.00
     1   65 1990    0.00    0.00   0.0000000E+00    2.08    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  187.45    0.00  493.86    0.0000000E+00    0.00    0.00   25200.00
     1   66 1990    0.30    0.00   0.0000000E+00    2.71    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  184.74    0.00  494.16    0.0000000E+00    0.00    0.00   25200.00
     1   67 1990   14.00   14.00   0.0000000E+00    1.21    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  197.53    0.00  494.16    0.0000000E+00    0.00    0.00   25200.00
     1   68 1990    6.90    6.90   0.0000000E+00    1.27    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  203.16    0.00  494.16    0.0000000E+00    0.00    0.00   25200.00
     1   69 1990   19.80    0.00   0.0000000E+00    2.12    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  201.05    0.00  513.96    0.0000000E+00    0.00    0.00   25200.00
     1   70 1990   11.90    0.00   0.0000000E+00    0.85    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  200.20    0.00  525.86    0.0000000E+00    0.00    0.00   25200.00
     1   71 1990    0.00    0.00   0.0000000E+00    1.77    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  198.43    0.00  525.86    0.0000000E+00    0.00    0.00   25200.00
     1   72 1990    0.00    0.00   0.0000000E+00    1.78    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  196.65    0.00  525.86    0.0000000E+00    0.00    0.00   25200.00
     1   73 1990    6.90    3.45   0.0000000E+00    1.42    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  198.67    0.00  529.31    0.0000000E+00    0.00    0.00   25200.00
     1   74 1990    0.00    0.00   0.0000000E+00    1.74    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  196.94    0.00  529.31    0.0000000E+00    0.00    0.00   25200.00
     1   75 1990    0.00    0.00   0.0000000E+00    3.43    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  193.51    0.00  529.31    0.0000000E+00    0.00    0.00   25200.00
     1   76 1990    0.00    0.00   0.0000000E+00    2.49    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  191.02    0.00  529.31    0.0000000E+00    0.00    0.00   25200.00
     1   77 1990    0.00    0.00   0.0000000E+00    2.64    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  188.38    0.00  529.31    0.0000000E+00    0.00    0.00   25200.00
     1   78 1990    3.00    0.00   0.0000000E+00    2.60    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  185.78    0.00  532.31    0.0000000E+00    0.00    0.00   25200.00
     1   79 1990    0.00    2.78   0.0000000E+00    1.51    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  187.05    0.00  529.53    0.0000000E+00    0.00    0.00   25200.00
     1   80 1990    0.00   16.71   0.0000000E+00    1.36    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  202.41    0.00  512.81    0.0000000E+00    0.00    0.00   25200.00
     1   81 1990    0.00    2.16   0.0000000E+00    2.86    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  201.71    0.00  510.65    0.0000000E+00    0.00    0.00   25200.00
     1   82 1990    3.00    0.00   0.0000000E+00    2.25    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  199.46    0.00  513.65    0.0000000E+00    0.00    0.00   25200.00
     1   83 1990    0.00    0.00   0.0000000E+00    1.35    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  198.11    0.00  513.65    0.0000000E+00    0.00    0.00   25200.00
     1   84 1990    0.00    0.00   0.0000000E+00    2.67    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  195.44    0.00  513.65    0.0000000E+00    0.00    0.00   25200.00
     1   85 1990    0.00    8.49   0.0000000E+00    2.60    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  201.33    0.00  505.16    0.0000000E+00    0.00    0.00   25200.00
     1   86 1990    0.00   13.97   0.0000000E+00    2.47    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  212.83    0.00  491.20    0.0000000E+00    0.00    0.00   25200.00
     1   87 1990    0.00   13.92   0.0000000E+00    2.47    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  224.28    0.00  477.27    0.0000000E+00    0.00    0.00   25200.00
     1   88 1990    0.00   14.05   0.0000000E+00    3.57    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  234.76    0.00  463.22    0.0000000E+00    0.00    0.00   25200.00
     1   89 1990    0.00   15.66   0.0000000E+00    4.73    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  245.69    0.00  447.56    0.0000000E+00    0.00    0.00   25200.00
     1   90 1990    0.00   28.32   0.0000000E+00    3.89    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  270.13    0.00  419.23    0.0000000E+00    0.00    0.00   25200.00
     1   91 1990    0.00   29.24   0.0000000E+00    4.82    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  294.55    0.00  389.99    0.0000000E+00    0.00    0.00   25200.00
     1   92 1990    0.00   30.25   0.0000000E+00    4.29    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  320.51    0.00  359.74    0.0000000E+00    0.00    0.00   25200.00
     1   93 1990    0.00   25.76   0.0000000E+00    3.18    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  343.09    0.00  333.98    0.0000000E+00    0.00    0.00   25200.00
     1   94 1990    0.00   22.56   0.0000000E+00    2.87    0.00    0.00    0.11   0.0000000E+00    0.00    0.00  362.68    0.00  311.42    0.0000000E+00    0.00    0.00   25200.00
     1   95 1990    0.00   22.87   0.0000000E+00    5.02    0.00    0.00    2.85   0.0000000E+00    0.00    0.00  377.68    0.00  288.54    0.0000000E+00    0.00    0.00   25200.00
     1   96 1990    0.00   23.61   0.0000000E+00    3.28    0.00    0.00    6.29   0.0000000E+00    0.00    0.07  391.65    0.00  264.94    0.0000000E+00    0.00    0.00   25200.00
     1   97 1990    0.00   28.16   0.0000000E+00    3.31    0.00    0.00    9.14   0.0000000E+00    0.00    0.14  407.21    0.00  236.78    0.0000000E+00    0.00    0.00   25200.00
     1   98 1990    0.00   14.67   0.0000000E+00    4.28    0.00    0.00   11.35   0.0000000E+00    0.00    0.20  406.05    0.00  222.11    0.0000000E+00    0.00    0.00   25200.00
     1   99 1990    0.00   10.77   0.0000000E+00    2.38    0.00    0.00   13.02   0.0000000E+00    0.00    0.24  401.16    0.00  211.34    0.0000000E+00    0.00    0.00   25200.00
     1  100 1990    0.00   23.08   0.0000000E+00    1.90    0.00    0.00   14.35   0.0000000E+00    0.00    0.28  407.72    0.00  188.26    0.0000000E+00    0.00    0.00   25200.00
     1  101 1990    0.00   19.89   0.0000000E+00    3.95    0.00    0.00   15.37   0.0000000E+00    0.00    0.30  407.97    0.00  168.37    0.0000000E+00    0.00    0.00   25200.00
     1  102 1990    0.00   19.54   0.0000000E+00    1.67    0.00    0.00   16.07   0.0000000E+00    0.00    0.32  409.44    0.00  148.84    0.0000000E+00    0.00    0.00   25200.00
     1  103 1990    6.90   21.17   0.0000000E+00    3.25    0.00    0.00   16.59   0.0000000E+00    0.00    0.34  410.43    0.00  134.57    0.0000000E+00    0.00    0.00   25200.00
     1  104 1990    7.90   34.42   0.0000000E+00    3.22    0.00    0.00   16.90   0.0000000E+00    0.00    0.34  424.39    0.00  108.05    0.0000000E+00    0.00    0.00   25200.00
     1  105 1990    0.00   28.74   0.0000000E+00    4.23    0.00    0.00   17.08   0.0000000E+00    0.00    0.35  431.48    0.00   79.30    0.0000000E+00    0.00    0.00   25200.00
     1  106 1990    0.00   30.90   0.0000000E+00    3.67    0.00    0.00   17.17   0.0000000E+00    0.00    0.35  441.19    0.00   48.40    0.0000000E+00    0.00    0.00   25200.00
     1  107 1990    0.00   34.74   0.0000000E+00    4.52    0.00    0.00   17.26   0.0000000E+00    0.00    0.35  453.79    0.00   13.66    0.0000000E+00    0.00    0.00   25200.00
     1  108 1990    0.00   13.66   0.0000000E+00    5.42    0.00    0.00   17.39   0.0000000E+00    0.00    0.36  444.29    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  109 1990    0.00    0.00   0.0000000E+00    6.11    0.00    0.00   17.58   0.0000000E+00    0.00    0.36  420.24    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  110 1990    0.00    0.00   0.0000000E+00    3.33    0.00    0.00   17.80   0.0000000E+00    0.00    0.37  398.74    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  111 1990    0.00    0.00   0.0000000E+00    2.21    0.00    0.00   18.08   0.0000000E+00    0.00    0.37  378.08    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  112 1990    5.80    5.80   0.0000000E+00    2.34    0.00    0.00   18.29   0.0000000E+00    0.00    0.38  362.87    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  113 1990   10.90   10.90   0.0000000E+00    2.89    0.00    0.00   18.30   0.0000000E+00    0.00    0.38  352.20    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  114 1990    5.10    5.10   0.0000000E+00    2.82    0.00    0.00   17.99   0.0000000E+00    0.00    0.37  336.12    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  115 1990   18.00   18.00   0.0000000E+00    1.84    0.00    0.00   17.54   0.0000000E+00    0.00    0.36  334.37    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  116 1990   15.00   15.00   0.0000000E+00    2.63    0.00    0.00   16.27   0.0000000E+00    0.00    0.32  330.15    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  117 1990   19.00   19.00   0.0000000E+00    2.63    0.00    0.00   14.80   0.0000000E+00    0.00    0.29  331.44    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  118 1990   15.00   15.00   0.0000000E+00    3.83    0.00    0.00   13.24   0.0000000E+00    0.00    0.25  329.12    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  119 1990    0.00    0.00   0.0000000E+00    2.19    0.00    0.00   11.90   0.0000000E+00    0.00    0.21  314.81    0.01    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  120 1990    0.00    0.00   0.0000000E+00    3.76    0.00    0.00   11.36   0.0000000E+00    0.00    0.20  299.50    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  121 1990    4.10    4.10   0.0000000E+00    5.51    0.00    0.00   10.48   0.0000000E+00    0.00    0.18  287.45    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  122 1990    4.10    4.10   0.0000000E+00    3.71    0.00    0.00   10.07   0.0000000E+00    0.00    0.16  277.60    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  123 1990    0.00    0.00   0.0000000E+00    3.77    0.00    0.00    9.58   0.0000000E+00    0.00    0.15  264.09    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  124 1990    0.00    0.00   0.0000000E+00    5.45    0.00    0.00    8.75   0.0000000E+00    0.00    0.13  249.76    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  125 1990    0.00    0.00   0.0000000E+00    7.59    0.00    0.00    7.64   0.0000000E+00    0.00    0.10  234.43    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  126 1990    0.00    0.00   0.0000000E+00    3.43    0.00    0.00    6.31   0.0000000E+00    0.00    0.07  224.61    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  127 1990    0.00    0.00   0.0000000E+00    1.99    0.00    0.00    4.93   0.0000000E+00    0.00    0.03  217.66    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  128 1990    3.00    0.14   0.0000000E+00    4.46    0.00    0.00    3.68   0.0000000E+00    0.00    0.00  209.66    0.00    2.86    0.0000000E+00    0.00    0.00   25200.00
     1  129 1990    0.00    2.86   0.0000000E+00    3.80    0.00    0.00    2.69   0.0000000E+00    0.00    0.00  206.03    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  130 1990    0.00    0.00   0.0000000E+00    4.29    0.00    0.00    1.98   0.0000000E+00    0.00    0.00  199.76    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  131 1990    5.80    5.80   0.0000000E+00    4.31    0.00    0.00    1.35   0.0000000E+00    0.00    0.00  199.90    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  132 1990    5.80    5.80   0.0000000E+00    2.90    0.00    0.00    0.79   0.0000000E+00    0.00    0.00  202.01    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  133 1990    5.80    5.80   0.0000000E+00    3.87    0.00    0.00    0.39   0.0000000E+00    0.00    0.00  203.54    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  134 1990    5.10    5.10   0.0000000E+00    3.45    0.00    0.00    0.12   0.0000000E+00    0.00    0.00  205.07    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  135 1990    5.10    5.10   0.0000000E+00    3.34    0.00    0.00    0.01   0.0000000E+00    0.00    0.00  206.82    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  136 1990    4.80    4.80   0.0000000E+00    3.15    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  208.48    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  137 1990    0.00    0.00   0.0000000E+00    3.48    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  205.00    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  138 1990    5.10    5.10   0.0000000E+00    3.10    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  207.00    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  139 1990    5.10    5.10   0.0000000E+00    6.16    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  205.94    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
     1  140 1990   14.00   14.00   0.0000000E+00    2.79    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  217.15    0.00    0.00    0.0000000E+00    0.00    0.00   25200.00
