 DAILY WATER BALANCE - HOURLY SEEPAGE UPDATE FROM UI

 J=julian day, Y=simulation year
 P= precipitation       
 RM=rainfall+irrigation+snowmelt
 Q=daily runoff over eff length, Ep=plant transpiration
 Es=soil evaporation, Er=residue evaporation
 Dp=deep percolationlatqcc=lateral subsurface flow 
 UpStrmQ=Runon added to OFE
 SubRIn=Subsurface runon added to OFE
 Total Soil Water=Unfrozen water in soil profile
 frozwt=Frozen water in soil profile
 Snow Water=Water in surface snow
 QOFE=daily runoff scaled to single OFE 
 Tile=Tile drainage (mm)
 Irr=Irigation (mm)
 Area=Area that depths apply over (m^2)

 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  OFE    J    Y      P      RM     Q                Ep      Es      Er     Dp       UpStrmQ   SubRIn    latqcc Total-Soil frozwt Snow-Water QOFE            Tile    Irr        Area
  #      -    -      mm     mm     mm               mm      mm      mm       mm      mm           mm      mm   Water(mm)   mm        mm      mm             mm      mm         m^2
 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

     1   28 1990   29.50    0.00   0.0000000E+00    2.32    0.00    0.00    0.09   0.0000000E+00    0.00    0.00  199.07    0.00  284.25    0.0000000E+00    0.00    0.00   80100.00
     1   29 1990   21.30    0.00   0.0000000E+00    0.69    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  198.38    0.00  305.55    0.0000000E+00    0.00    0.00   80100.00
     1   30 1990   14.20    0.00   0.0000000E+00    1.50    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  196.87    0.00  319.75    0.0000000E+00    0.00    0.00   80100.00
     1   31 1990   11.20    0.00   0.0000000E+00    1.23    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  195.65    0.00  330.95    0.0000000E+00    0.00    0.00   80100.00
     1   32 1990    9.90    0.00   0.0000000E+00    1.05    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  194.60    0.00  340.85    0.0000000E+00    0.00    0.00   80100.00
     1   33 1990   11.20    0.00   0.0000000E+00    1.40    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  193.20    0.00  352.05    0.0000000E+00    0.00    0.00   80100.00
     1   34 1990    8.10    0.00   0.0000000E+00    0.57    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  192.62    0.00  360.15    0.0000000E+00    0.00    0.00   80100.00
     1   35 1990    8.90    0.00   0.0000000E+00    1.00    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  191.62    0.00  369.05    0.0000000E+00    0.00    0.00   80100.00
     1   36 1990   12.20    0.00   0.0000000E+00    1.66    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  189.95    0.00  381.25    0.0000000E+00    0.00    0.00   80100.00
     1   37 1990    9.40    0.00   0.0000000E+00    1.29    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  188.67    0.00  390.65    0.0000000E+00    0.00    0.00   80100.00
     1   38 1990   15.50    0.00   0.0000000E+00    1.31    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  187.36    0.00  406.15    0.0000000E+00    0.00    0.00   80100.00
     1   39 1990   15.50    0.00   0.0000000E+00    0.70    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  186.66    0.00  421.65    0.0000000E+00    0.00    0.00   80100.00
     1   40 1990   33.50   33.50   0.0000000E+00    1.95    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  218.21    0.00  421.65    0.0000000E+00    0.00    0.00   80100.00
     1   41 1990   27.20    0.00   0.0000000E+00    0.97    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  217.24    0.00  448.85    0.0000000E+00    0.00    0.00   80100.00
     1   42 1990    5.30    5.30   0.0000000E+00    1.22    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  221.31    0.00  448.85    0.0000000E+00    0.00    0.00   80100.00
     1   43 1990    6.10    0.00   0.0000000E+00    0.71    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  220.61    0.00  454.95    0.0000000E+00    0.00    0.00   80100.00
     1   44 1990    5.10    0.00   0.0000000E+00    0.70    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  219.91    0.00  460.05    0.0000000E+00    0.00    0.00   80100.00
     1   45 1990    0.00    0.00   0.0000000E+00    0.37    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  219.52    0.01  460.05    0.0000000E+00    0.00    0.00   80100.00
     1   46 1990    9.10    0.00   0.0000000E+00    0.97    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  218.57    0.00  469.15    0.0000000E+00    0.00    0.00   80100.00
     1   47 1990    7.10    0.00   0.0000000E+00    0.74    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  217.83    0.00  476.25    0.0000000E+00    0.00    0.00   80100.00
     1   48 1990    0.00    0.00   0.0000000E+00    0.74    0.00    0.00    0.09   0.0000000E+00    0.00    0.00  217.01    0.00  476.25    0.0000000E+00    0.00    0.00   80100.00
     1   49 1990    0.00    0.00   0.0000000E+00    0.47    0.00    0.00    0.62   0.0000000E+00    0.00    0.00  215.92    0.00  476.25    0.0000000E+00    0.00    0.00   80100.00
     1   50 1990    0.00    0.00   0.0000000E+00    0.73    0.00    0.00    0.87   0.0000000E+00    0.00    0.00  214.32    0.00  476.25    0.0000000E+00    0.00    0.00   80100.00
     1   51 1990   16.30    0.00   0.0000000E+00    1.27    0.00    0.00    0.82   0.0000000E+00    0.00    0.00  212.23    0.00  492.55    0.0000000E+00    0.00    0.00   80100.00
     1   52 1990   12.20    0.00   0.0000000E+00    0.67    0.00    0.00    0.61   0.0000000E+00    0.00    0.00  210.95    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   53 1990    0.00    0.00   0.0000000E+00    1.65    0.00    0.00    0.38   0.0000000E+00    0.00    0.00  208.92    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   54 1990    0.00    0.00   0.0000000E+00    2.03    0.00    0.00    0.17   0.0000000E+00    0.00    0.00  206.71    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   55 1990    0.00    0.00   0.0000000E+00    1.08    0.00    0.00    0.04   0.0000000E+00    0.00    0.00  205.59    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   56 1990    0.00    0.00   0.0000000E+00    1.89    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  203.70    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   57 1990    0.00    0.00   0.0000000E+00    1.26    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  202.44    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   58 1990    0.00    0.00   0.0000000E+00    1.97    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  200.47    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   59 1990    0.00    0.00   0.0000000E+00    1.72    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  198.75    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   60 1990    0.00    0.00   0.0000000E+00    1.75    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  197.01    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   61 1990    0.00    0.00   0.0000000E+00    1.83    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  195.18    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   62 1990    0.00    0.00   0.0000000E+00    2.64    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  192.54    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   63 1990    0.00    0.00   0.0000000E+00    1.22    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  191.32    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   64 1990    0.00    0.00   0.0000000E+00    1.81    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  189.50    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   65 1990    0.00    0.00   0.0000000E+00    2.02    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  187.48    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   66 1990    0.00    0.00   0.0000000E+00    2.71    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  184.77    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   67 1990   14.00   14.00   0.0000000E+00    1.12    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  197.65    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   68 1990    7.10    7.10   0.0000000E+00    1.27    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  203.48    0.00  504.75    0.0000000E+00    0.00    0.00   80100.00
     1   69 1990   20.30   16.24   0.0000000E+00    2.06    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  217.66    0.00  508.81    0.0000000E+00    0.00    0.00   80100.00
     1   70 1990   11.90    0.00   0.0000000E+00    0.85    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  216.81    0.00  520.71    0.0000000E+00    0.00    0.00   80100.00
     1   71 1990    0.00    0.00   0.0000000E+00    1.77    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  215.04    0.00  520.71    0.0000000E+00    0.00    0.00   80100.00
     1   72 1990    0.00    0.00   0.0000000E+00    1.72    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  213.32    0.00  520.71    0.0000000E+00    0.00    0.00   80100.00
     1   73 1990    7.10    0.00   0.0000000E+00    1.42    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  211.90    0.00  527.81    0.0000000E+00    0.00    0.00   80100.00
     1   74 1990    0.00    0.00   0.0000000E+00    1.74    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  210.17    0.00  527.81    0.0000000E+00    0.00    0.00   80100.00
     1   75 1990    0.00    0.00   0.0000000E+00    3.43    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  206.74    0.00  527.81    0.0000000E+00    0.00    0.00   80100.00
     1   76 1990    0.00    0.00   0.0000000E+00    2.41    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  204.32    0.00  527.81    0.0000000E+00    0.00    0.00   80100.00
     1   77 1990    0.00    0.00   0.0000000E+00    2.64    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  201.68    0.00  527.81    0.0000000E+00    0.00    0.00   80100.00
     1   78 1990    3.00    0.00   0.0000000E+00    2.60    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  199.08    0.00  530.81    0.0000000E+00    0.00    0.00   80100.00
     1   79 1990    0.00    0.00   0.0000000E+00    1.45    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  197.63    0.00  530.81    0.0000000E+00    0.00    0.00   80100.00
     1   80 1990    0.00    0.00   0.0000000E+00    1.36    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  196.27    0.00  530.81    0.0000000E+00    0.00    0.00   80100.00
     1   81 1990    0.00    0.00   0.0000000E+00    2.79    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  193.49    0.00  530.81    0.0000000E+00    0.00    0.00   80100.00
     1   82 1990    3.00    0.00   0.0000000E+00    2.30    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  191.18    0.00  533.81    0.0000000E+00    0.00    0.00   80100.00
     1   83 1990    0.00    0.00   0.0000000E+00    1.31    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  189.87    0.00  533.81    0.0000000E+00    0.00    0.00   80100.00
     1   84 1990    0.00    0.00   0.0000000E+00    2.65    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  187.22    0.00  533.81    0.0000000E+00    0.00    0.00   80100.00
     1   85 1990    0.00    0.00   0.0000000E+00    2.60    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  184.62    0.00  533.81    0.0000000E+00    0.00    0.00   80100.00
     1   86 1990    0.00    3.46   0.0000000E+00    2.41    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  185.66    0.00  530.35    0.0000000E+00    0.00    0.00   80100.00
     1   87 1990    0.00   13.31   0.0000000E+00    2.43    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  196.54    0.00  517.04    0.0000000E+00    0.00    0.00   80100.00
     1   88 1990    0.00   14.08   0.0000000E+00    3.57    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  207.04    0.00  502.97    0.0000000E+00    0.00    0.00   80100.00
     1   89 1990    0.00   15.70   0.0000000E+00    4.73    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  218.01    0.00  487.27    0.0000000E+00    0.00    0.00   80100.00
     1   90 1990    0.00   28.27   0.0000000E+00    3.89    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  242.39    0.00  459.00    0.0000000E+00    0.00    0.00   80100.00
     1   91 1990    0.00   29.17   0.0000000E+00    4.82    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  266.74    0.00  429.83    0.0000000E+00    0.00    0.00   80100.00
     1   92 1990    0.00   29.44   0.0000000E+00    4.22    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  291.95    0.00  400.39    0.0000000E+00    0.00    0.00   80100.00
     1   93 1990    0.00   25.70   0.0000000E+00    3.18    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  314.47    0.00  374.70    0.0000000E+00    0.00    0.00   80100.00
     1   94 1990    0.00   20.96   0.0000000E+00    2.81    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  332.61    0.00  353.74    0.0000000E+00    0.00    0.00   80100.00
     1   95 1990    0.00   22.09   0.0000000E+00    4.90    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  349.80    0.00  331.65    0.0000000E+00    0.00    0.00   80100.00
     1   96 1990    0.00   22.74   0.0000000E+00    3.23    0.00    0.00    0.90   0.0000000E+00    0.00    0.00  368.42    0.00  308.91    0.0000000E+00    0.00    0.00   80100.00
     1   97 1990    0.00   27.26   0.0000000E+00    3.25    0.00    0.00    4.74   0.0000000E+00    0.00    0.01  387.68    0.00  281.65    0.0000000E+00    0.00    0.00   80100.00
     1   98 1990    0.00   13.97   0.0000000E+00    4.20    0.00    0.00    8.09   0.0000000E+00    0.00    0.04  389.32    0.00  267.68    0.0000000E+00    0.00    0.00   80100.00
     1   99 1990    0.00   10.83   0.0000000E+00    2.38    0.00    0.00   10.59   0.0000000E+00    0.00    0.07  387.12    0.00  256.85    0.0000000E+00    0.00    0.00   80100.00
     1  100 1990    0.00   23.09   0.0000000E+00    1.90    0.00    0.00   12.48   0.0000000E+00    0.00    0.08  395.74    0.00  233.77    0.0000000E+00    0.00    0.00   80100.00
     1  101 1990    0.00   19.10   0.0000000E+00    3.87    0.00    0.00   13.87   0.0000000E+00    0.00    0.10  397.00    0.00  214.67    0.0000000E+00    0.00    0.00   80100.00
     1  102 1990    0.00   19.55   0.0000000E+00    1.67    0.00    0.00   14.81   0.0000000E+00    0.00    0.11  399.96    0.00  195.12    0.0000000E+00    0.00    0.00   80100.00
     1  103 1990    7.10   12.41   0.0000000E+00    3.20    0.00    0.00   15.50   0.0000000E+00    0.00    0.11  393.55    0.00  189.81    0.0000000E+00    0.00    0.00   80100.00
     1  104 1990    7.90   34.44   0.0000000E+00    3.22    0.00    0.00   15.92   0.0000000E+00    0.00    0.12  408.74    0.00  163.27    0.0000000E+00    0.00    0.00   80100.00
     1  105 1990    0.00   27.33   0.0000000E+00    4.24    0.00    0.00   16.18   0.0000000E+00    0.00    0.12  415.52    0.00  135.95    0.0000000E+00    0.00    0.00   80100.00
     1  106 1990    0.00   30.00   0.0000000E+00    3.57    0.00    0.00   16.31   0.0000000E+00    0.00    0.12  425.52    0.00  105.95    0.0000000E+00    0.00    0.00   80100.00
     1  107 1990    0.00   33.82   0.0000000E+00    4.41    0.00    0.00   16.41   0.0000000E+00    0.00    0.12  438.40    0.00   72.13    0.0000000E+00    0.00    0.00   80100.00
     1  108 1990    0.00   28.11   0.0000000E+00    5.30    0.00    0.00   16.51   0.0000000E+00    0.00    0.12  444.58    0.00   44.02    0.0000000E+00    0.00    0.00   80100.00
     1  109 1990    0.00   26.76   0.0000000E+00    6.03    0.00    0.00   16.68   0.0000000E+00    0.00    0.12  448.50    0.00   17.26    0.0000000E+00    0.00    0.00   80100.00
     1  110 1990    0.00   17.26   0.0000000E+00    3.33    0.00    0.00   16.94   0.0000000E+00    0.00    0.13  445.37    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  111 1990    0.00    0.00   0.0000000E+00    2.17    0.00    0.00   17.34   0.0000000E+00    0.00    0.13  425.73    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  112 1990    6.10    6.10   0.0000000E+00    2.36    0.00    0.00   17.78   0.0000000E+00    0.00    0.13  411.56    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  113 1990   11.20   11.20   0.0000000E+00    2.81    0.00    0.00   18.20   0.0000000E+00    0.00    0.14  401.61    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  114 1990    5.30    5.30   0.0000000E+00    2.82    0.00    0.00   18.49   0.0000000E+00    0.00    0.14  385.46    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  115 1990   18.00   18.00   0.0000000E+00    1.84    0.00    0.00   18.99   0.0000000E+00    0.00    0.14  382.49    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  116 1990   15.20   15.20   0.0000000E+00    2.56    0.00    0.00   18.75   0.0000000E+00    0.00    0.14  376.24    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  117 1990   19.30   19.30   0.0000000E+00    2.63    0.00    0.00   18.39   0.0000000E+00    0.00    0.14  374.38    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  118 1990   15.20   15.20   0.0000000E+00    3.84    0.00    0.00   17.79   0.0000000E+00    0.00    0.13  367.81    0.01    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  119 1990    0.00    0.00   0.0000000E+00    2.19    0.00    0.00   17.05   0.0000000E+00    0.00    0.13  348.43    0.03    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  120 1990    0.00    0.00   0.0000000E+00    3.76    0.00    0.00   16.34   0.0000000E+00    0.00    0.12  328.23    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  121 1990    4.10    4.10   0.0000000E+00    5.42    0.00    0.00   14.99   0.0000000E+00    0.00    0.11  311.81    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  122 1990    4.10    4.10   0.0000000E+00    3.64    0.00    0.00   14.27   0.0000000E+00    0.00    0.10  297.90    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  123 1990    0.00    0.00   0.0000000E+00    3.77    0.00    0.00   13.41   0.0000000E+00    0.00    0.09  280.62    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  124 1990    0.00    0.00   0.0000000E+00    5.38    0.00    0.00   12.16   0.0000000E+00    0.00    0.08  263.00    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  125 1990    0.00    0.00   0.0000000E+00    7.59    0.00    0.00   10.55   0.0000000E+00    0.00    0.06  244.79    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  126 1990    0.00    0.00   0.0000000E+00    3.43    0.00    0.00    8.71   0.0000000E+00    0.00    0.05  232.60    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  127 1990    0.00    0.00   0.0000000E+00    1.95    0.00    0.00    6.80   0.0000000E+00    0.00    0.03  223.82    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  128 1990    3.00    0.00   0.0000000E+00    4.39    0.00    0.00    5.55   0.0000000E+00    0.00    0.02  213.86    0.00    3.00    0.0000000E+00    0.00    0.00   80100.00
     1  129 1990    0.00    3.00   0.0000000E+00    3.80    0.00    0.00    3.87   0.0000000E+00    0.00    0.00  209.19    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  130 1990    0.00    0.00   0.0000000E+00    4.20    0.00    0.00    2.89   0.0000000E+00    0.00    0.00  202.10    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  131 1990    6.10    6.10   0.0000000E+00    4.31    0.00    0.00    2.09   0.0000000E+00    0.00    0.00  201.80    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  132 1990    6.10    6.10   0.0000000E+00    2.85    0.00    0.00    1.37   0.0000000E+00    0.00    0.00  203.67    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  133 1990    6.10    6.10   0.0000000E+00    3.80    0.00    0.00    0.79   0.0000000E+00    0.00    0.00  205.18    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  134 1990    5.30    5.30   0.0000000E+00    3.45    0.00    0.00    0.36   0.0000000E+00    0.00    0.00  206.68    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  135 1990    5.30    5.30   0.0000000E+00    3.34    0.00    0.00    0.11   0.0000000E+00    0.00    0.00  208.53    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  136 1990    5.30    5.30   0.0000000E+00    3.05    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  210.78    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  137 1990    0.00    0.00   0.0000000E+00    3.48    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  207.30    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  138 1990    5.10    5.10   0.0000000E+00    3.03    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  209.36    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  139 1990    5.30    5.30   0.0000000E+00    6.16    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  208.51    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
     1  140 1990   14.20   14.20   0.0000000E+00    2.79    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  219.92    0.00    0.00    0.0000000E+00    0.00    0.00   80100.00
