 DAILY WATER BALANCE - HOURLY SEEPAGE UPDATE FROM UI

 J=julian day, Y=simulation year
 P= precipitation       
 RM=rainfall+irrigation+snowmelt
 Q=daily runoff over eff length, Ep=plant transpiration
 Es=soil evaporation, Er=residue evaporation
 Dp=deep percolationlatqcc=lateral subsurface flow 
 UpStrmQ=Runon added to OFE
 SubRIn=Subsurface runon added to OFE
 Total Soil Water=Unfrozen water in soil profile
 frozwt=Frozen water in soil profile
 Snow Water=Water in surface snow
 QOFE=daily runoff scaled to single OFE 
 Tile=Tile drainage (mm)
 Irr=Irigation (mm)
 Area=Area that depths apply over (m^2)

 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  OFE    J    Y      P      RM     Q                Ep      Es      Er     Dp       UpStrmQ   SubRIn    latqcc Total-Soil frozwt Snow-Water QOFE            Tile    Irr        Area
  #      -    -      mm     mm     mm               mm      mm      mm       mm      mm           mm      mm   Water(mm)   mm        mm      mm             mm      mm         m^2
 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

     1   33 1990   10.90    0.00   0.0000000E+00    1.40    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  195.39    0.00  346.35    0.0000000E+00    0.00    0.00   20700.00
     1   34 1990    8.10    0.00   0.0000000E+00    0.57    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  194.82    0.00  354.45    0.0000000E+00    0.00    0.00   20700.00
     1   35 1990    8.90    0.00   0.0000000E+00    1.00    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  193.81    0.00  363.35    0.0000000E+00    0.00    0.00   20700.00
     1   36 1990   11.90    0.00   0.0000000E+00    1.71    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  192.10    0.00  375.25    0.0000000E+00    0.00    0.00   20700.00
     1   37 1990    8.90    0.00   0.0000000E+00    1.29    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  190.82    0.00  384.15    0.0000000E+00    0.00    0.00   20700.00
     1   38 1990   15.00    0.00   0.0000000E+00    1.31    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  189.51    0.00  399.15    0.0000000E+00    0.00    0.00   20700.00
     1   39 1990   14.70    0.00   0.0000000E+00    0.71    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  188.79    0.00  413.85    0.0000000E+00    0.00    0.00   20700.00
     1   40 1990   33.00   33.00   0.0000000E+00    1.95    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  219.84    0.00  413.85    0.0000000E+00    0.00    0.00   20700.00
     1   41 1990   26.90    0.00   0.0000000E+00    0.97    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  218.87    0.00  440.75    0.0000000E+00    0.00    0.00   20700.00
     1   42 1990    5.10    5.10   0.0000000E+00    1.33    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  222.64    0.00  440.75    0.0000000E+00    0.00    0.00   20700.00
     1   43 1990    6.10    0.00   0.0000000E+00    0.70    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  221.94    0.00  446.85    0.0000000E+00    0.00    0.00   20700.00
     1   44 1990    4.80    0.00   0.0000000E+00    0.70    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  221.25    0.00  451.65    0.0000000E+00    0.00    0.00   20700.00
     1   45 1990    0.00    0.00   0.0000000E+00    0.37    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  220.86    0.01  451.65    0.0000000E+00    0.00    0.00   20700.00
     1   46 1990    8.90    0.00   0.0000000E+00    0.97    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  219.90    0.00  460.55    0.0000000E+00    0.00    0.00   20700.00
     1   47 1990    6.90    0.00   0.0000000E+00    0.74    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  219.17    0.00  467.45    0.0000000E+00    0.00    0.00   20700.00
     1   48 1990    0.00    0.00   0.0000000E+00    0.76    0.00    0.00    0.25   0.0000000E+00    0.00    0.00  218.16    0.00  467.45    0.0000000E+00    0.00    0.00   20700.00
     1   49 1990    0.00    0.00   0.0000000E+00    0.49    0.00    0.00    0.87   0.0000000E+00    0.00    0.00  216.80    0.00  467.45    0.0000000E+00    0.00    0.00   20700.00
     1   50 1990    0.00    0.00   0.0000000E+00    0.73    0.00    0.00    1.10   0.0000000E+00    0.00    0.00  214.97    0.00  467.45    0.0000000E+00    0.00    0.00   20700.00
     1   51 1990   16.00    0.00   0.0000000E+00    1.27    0.00    0.00    1.02   0.0000000E+00    0.00    0.00  212.68    0.00  483.45    0.0000000E+00    0.00    0.00   20700.00
     1   52 1990   11.90    0.00   0.0000000E+00    0.67    0.00    0.00    0.76   0.0000000E+00    0.00    0.00  211.25    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   53 1990    0.00    0.00   0.0000000E+00    1.65    0.00    0.00    0.49   0.0000000E+00    0.00    0.00  209.12    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   54 1990    0.00    0.00   0.0000000E+00    2.03    0.00    0.00    0.24   0.0000000E+00    0.00    0.00  206.84    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   55 1990    0.00    0.00   0.0000000E+00    1.08    0.00    0.00    0.07   0.0000000E+00    0.00    0.00  205.69    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   56 1990    0.00    0.00   0.0000000E+00    1.89    0.00    0.00    0.01   0.0000000E+00    0.00    0.00  203.79    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   57 1990    0.00    0.00   0.0000000E+00    1.30    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  202.49    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   58 1990    0.00    0.00   0.0000000E+00    2.04    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  200.44    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   59 1990    0.00    0.00   0.0000000E+00    1.72    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  198.73    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   60 1990    0.00    0.00   0.0000000E+00    1.75    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  196.98    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   61 1990    0.00    0.00   0.0000000E+00    1.83    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  195.15    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   62 1990    0.00    0.00   0.0000000E+00    2.64    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  192.51    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   63 1990    0.00    0.00   0.0000000E+00    1.25    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  191.26    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   64 1990    0.00    0.00   0.0000000E+00    1.81    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  189.44    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   65 1990    0.00    0.00   0.0000000E+00    2.08    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  187.37    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   66 1990    0.00    0.00   0.0000000E+00    2.71    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  184.66    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   67 1990   14.00   14.00   0.0000000E+00    1.21    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  197.45    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   68 1990    7.10    7.10   0.0000000E+00    1.27    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  203.28    0.00  495.35    0.0000000E+00    0.00    0.00   20700.00
     1   69 1990   19.80    0.00   0.0000000E+00    2.12    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  201.16    0.00  515.15    0.0000000E+00    0.00    0.00   20700.00
     1   70 1990   11.90    0.00   0.0000000E+00    0.85    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  200.32    0.00  527.05    0.0000000E+00    0.00    0.00   20700.00
     1   71 1990    0.00    0.00   0.0000000E+00    1.77    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  198.54    0.00  527.05    0.0000000E+00    0.00    0.00   20700.00
     1   72 1990    0.00    0.00   0.0000000E+00    1.78    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  196.76    0.00  527.05    0.0000000E+00    0.00    0.00   20700.00
     1   73 1990    7.10    0.00   0.0000000E+00    1.42    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  195.34    0.00  534.15    0.0000000E+00    0.00    0.00   20700.00
     1   74 1990    0.00    0.00   0.0000000E+00    1.74    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  193.60    0.00  534.15    0.0000000E+00    0.00    0.00   20700.00
     1   75 1990    0.00    0.00   0.0000000E+00    3.43    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  190.17    0.00  534.15    0.0000000E+00    0.00    0.00   20700.00
     1   76 1990    0.00    0.00   0.0000000E+00    2.41    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  187.76    0.00  534.15    0.0000000E+00    0.00    0.00   20700.00
     1   77 1990    0.00    0.00   0.0000000E+00    2.64    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  185.12    0.00  534.15    0.0000000E+00    0.00    0.00   20700.00
     1   78 1990    2.80    0.00   0.0000000E+00    2.60    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  182.52    0.00  536.95    0.0000000E+00    0.00    0.00   20700.00
     1   79 1990    0.00    0.00   0.0000000E+00    1.45    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  181.07    0.00  536.95    0.0000000E+00    0.00    0.00   20700.00
     1   80 1990    0.00   10.70   0.0000000E+00    1.36    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  190.41    0.00  526.25    0.0000000E+00    0.00    0.00   20700.00
     1   81 1990    0.00    2.19   0.0000000E+00    2.86    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  189.74    0.00  524.07    0.0000000E+00    0.00    0.00   20700.00
     1   82 1990    3.00    0.00   0.0000000E+00    2.25    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  187.49    0.00  527.07    0.0000000E+00    0.00    0.00   20700.00
     1   83 1990    0.00    0.00   0.0000000E+00    1.35    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  186.14    0.00  527.07    0.0000000E+00    0.00    0.00   20700.00
     1   84 1990    0.00    0.00   0.0000000E+00    2.65    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  183.49    0.00  527.07    0.0000000E+00    0.00    0.00   20700.00
     1   85 1990    0.00    8.21   0.0000000E+00    2.60    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  189.10    0.00  518.86    0.0000000E+00    0.00    0.00   20700.00
     1   86 1990    0.00   13.95   0.0000000E+00    2.47    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  200.58    0.00  504.91    0.0000000E+00    0.00    0.00   20700.00
     1   87 1990    0.00   13.92   0.0000000E+00    2.47    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  212.02    0.00  490.99    0.0000000E+00    0.00    0.00   20700.00
     1   88 1990    0.00   14.05   0.0000000E+00    3.57    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  222.50    0.00  476.94    0.0000000E+00    0.00    0.00   20700.00
     1   89 1990    0.00   15.65   0.0000000E+00    4.73    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  233.42    0.00  461.29    0.0000000E+00    0.00    0.00   20700.00
     1   90 1990    0.00   28.27   0.0000000E+00    3.89    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  257.80    0.00  433.03    0.0000000E+00    0.00    0.00   20700.00
     1   91 1990    0.00   29.18   0.0000000E+00    4.82    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  282.16    0.00  403.85    0.0000000E+00    0.00    0.00   20700.00
     1   92 1990    0.00   29.45   0.0000000E+00    4.22    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  307.39    0.00  374.40    0.0000000E+00    0.00    0.00   20700.00
     1   93 1990    0.00   25.71   0.0000000E+00    3.18    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  329.91    0.00  348.69    0.0000000E+00    0.00    0.00   20700.00
     1   94 1990    0.00   22.56   0.0000000E+00    2.87    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  349.60    0.00  326.13    0.0000000E+00    0.00    0.00   20700.00
     1   95 1990    0.00   22.88   0.0000000E+00    5.02    0.00    0.00    0.26   0.0000000E+00    0.00    0.00  367.20    0.00  303.25    0.0000000E+00    0.00    0.00   20700.00
     1   96 1990    0.00   23.58   0.0000000E+00    3.28    0.00    0.00    3.54   0.0000000E+00    0.00    0.01  383.96    0.00  279.67    0.0000000E+00    0.00    0.00   20700.00
     1   97 1990    0.00   28.13   0.0000000E+00    3.31    0.00    0.00    7.20   0.0000000E+00    0.00    0.04  401.53    0.00  251.54    0.0000000E+00    0.00    0.00   20700.00
     1   98 1990    0.00   14.70   0.0000000E+00    4.28    0.00    0.00   10.03   0.0000000E+00    0.00    0.07  401.86    0.00  236.84    0.0000000E+00    0.00    0.00   20700.00
     1   99 1990    0.00   10.81   0.0000000E+00    2.38    0.00    0.00   12.11   0.0000000E+00    0.00    0.09  398.09    0.00  226.03    0.0000000E+00    0.00    0.00   20700.00
     1  100 1990    0.00   23.07   0.0000000E+00    1.90    0.00    0.00   13.69   0.0000000E+00    0.00    0.11  405.46    0.00  202.96    0.0000000E+00    0.00    0.00   20700.00
     1  101 1990    0.00   19.87   0.0000000E+00    3.95    0.00    0.00   14.89   0.0000000E+00    0.00    0.12  406.36    0.00  183.09    0.0000000E+00    0.00    0.00   20700.00
     1  102 1990    0.00   19.53   0.0000000E+00    1.67    0.00    0.00   15.70   0.0000000E+00    0.00    0.13  408.38    0.00  163.56    0.0000000E+00    0.00    0.00   20700.00
     1  103 1990    6.90   13.15   0.0000000E+00    3.25    0.00    0.00   16.30   0.0000000E+00    0.00    0.14  401.84    0.00  157.31    0.0000000E+00    0.00    0.00   20700.00
     1  104 1990    7.90   34.41   0.0000000E+00    3.22    0.00    0.00   16.66   0.0000000E+00    0.00    0.14  416.23    0.00  130.80    0.0000000E+00    0.00    0.00   20700.00
     1  105 1990    0.00   28.73   0.0000000E+00    4.23    0.00    0.00   16.88   0.0000000E+00    0.00    0.15  423.71    0.00  102.06    0.0000000E+00    0.00    0.00   20700.00
     1  106 1990    0.00   30.89   0.0000000E+00    3.67    0.00    0.00   16.97   0.0000000E+00    0.00    0.15  433.81    0.00   71.17    0.0000000E+00    0.00    0.00   20700.00
     1  107 1990    0.00   34.73   0.0000000E+00    4.52    0.00    0.00   17.04   0.0000000E+00    0.00    0.15  446.84    0.00   36.43    0.0000000E+00    0.00    0.00   20700.00
     1  108 1990    0.00   28.09   0.0000000E+00    5.30    0.00    0.00   17.11   0.0000000E+00    0.00    0.15  452.37    0.00    8.35    0.0000000E+00    0.00    0.00   20700.00
     1  109 1990    0.00    8.35   0.0000000E+00    6.03    0.00    0.00   17.25   0.0000000E+00    0.00    0.15  437.29    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  110 1990    0.00    0.00   0.0000000E+00    3.33    0.00    0.00   17.46   0.0000000E+00    0.00    0.15  416.34    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  111 1990    0.00    0.00   0.0000000E+00    2.21    0.00    0.00   17.79   0.0000000E+00    0.00    0.16  396.19    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  112 1990    5.80    5.80   0.0000000E+00    2.34    0.00    0.00   18.12   0.0000000E+00    0.00    0.16  381.38    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  113 1990   10.90   10.90   0.0000000E+00    2.97    0.00    0.00   18.33   0.0000000E+00    0.00    0.16  370.81    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  114 1990    5.10    5.10   0.0000000E+00    2.82    0.00    0.00   18.30   0.0000000E+00    0.00    0.16  354.64    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  115 1990   18.00   18.00   0.0000000E+00    1.84    0.00    0.00   18.31   0.0000000E+00    0.00    0.16  352.32    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  116 1990   15.00   15.00   0.0000000E+00    2.63    0.00    0.00   17.46   0.0000000E+00    0.00    0.15  347.09    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  117 1990   18.80   18.80   0.0000000E+00    2.63    0.00    0.00   16.38   0.0000000E+00    0.00    0.14  346.74    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  118 1990   15.00   15.00   0.0000000E+00    3.83    0.00    0.00   15.12   0.0000000E+00    0.00    0.13  342.66    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  119 1990    0.00    0.00   0.0000000E+00    2.19    0.00    0.00   13.87   0.0000000E+00    0.00    0.11  326.47    0.02    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  120 1990    0.00    0.00   0.0000000E+00    3.76    0.00    0.00   13.27   0.0000000E+00    0.00    0.10  309.35    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  121 1990    4.10    4.10   0.0000000E+00    5.51    0.00    0.00   12.16   0.0000000E+00    0.00    0.09  295.68    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  122 1990    4.10    4.10   0.0000000E+00    3.71    0.00    0.00   11.58   0.0000000E+00    0.00    0.09  284.41    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  123 1990    0.00    0.00   0.0000000E+00    3.77    0.00    0.00   10.90   0.0000000E+00    0.00    0.08  269.66    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  124 1990    0.00    0.00   0.0000000E+00    5.45    0.00    0.00    9.89   0.0000000E+00    0.00    0.07  254.24    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  125 1990    0.00    0.00   0.0000000E+00    7.59    0.00    0.00    8.58   0.0000000E+00    0.00    0.05  238.02    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  126 1990    0.00    0.00   0.0000000E+00    3.43    0.00    0.00    7.09   0.0000000E+00    0.00    0.04  227.46    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  127 1990    0.00    0.00   0.0000000E+00    1.99    0.00    0.00    5.58   0.0000000E+00    0.00    0.02  219.87    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  128 1990    3.00    0.14   0.0000000E+00    4.46    0.00    0.00    4.16   0.0000000E+00    0.00    0.00  211.38    0.00    2.86    0.0000000E+00    0.00    0.00   20700.00
     1  129 1990    0.00    2.86   0.0000000E+00    3.80    0.00    0.00    3.07   0.0000000E+00    0.00    0.00  207.37    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  130 1990    0.00    0.00   0.0000000E+00    4.29    0.00    0.00    2.32   0.0000000E+00    0.00    0.00  200.77    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  131 1990    5.80    5.80   0.0000000E+00    4.31    0.00    0.00    1.66   0.0000000E+00    0.00    0.00  200.59    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  132 1990    5.80    5.80   0.0000000E+00    2.87    0.00    0.00    1.05   0.0000000E+00    0.00    0.00  202.47    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  133 1990    6.10    6.10   0.0000000E+00    3.80    0.00    0.00    0.58   0.0000000E+00    0.00    0.00  204.20    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  134 1990    5.10    5.10   0.0000000E+00    3.45    0.00    0.00    0.23   0.0000000E+00    0.00    0.00  205.62    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  135 1990    5.10    5.10   0.0000000E+00    3.34    0.00    0.00    0.05   0.0000000E+00    0.00    0.00  207.33    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  136 1990    4.80    4.80   0.0000000E+00    3.05    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  209.08    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  137 1990    0.00    0.00   0.0000000E+00    3.48    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  205.60    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  138 1990    5.10    5.10   0.0000000E+00    3.03    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  207.67    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  139 1990    5.10    5.10   0.0000000E+00    6.16    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  206.61    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
     1  140 1990   14.00   14.00   0.0000000E+00    2.79    0.00    0.00    0.00   0.0000000E+00    0.00    0.00  217.82    0.00    0.00    0.0000000E+00    0.00    0.00   20700.00
